5611544,Contrast (music),"In music and musical form, procedures of contrast include stratification, juxtaposition, and interpolation. Procedures of connection include gradation, amalgamation, and dissolution. Contrast is also when you compare two different instrument sounds to each other."
880336,Bobby's World,"Bobby's World is a children's animated television series, which ran from 1990 to 1998, on FOX. It was about the daily life of Bobby Generic (pronounced JEN-er-ick, unlike the adjective that is pronounced ji-NER-ick) and his very overactive imagination on how he sees the world.  This show was created by Howie Mandel (now the host of NBC's Deal or No Deal), who was also the voice of four-year-old Bobby (as well as Bobby's father, who looks just like a cartoon version of Howie himself), and was produced by Film Roman for Fox Television Studios and Fox Kids Network.  In a recent online interview, Mandel expressed his desire for a possible re-launch of the series. On September 28, 2006, Mandel mentioned on The Ellen DeGeneres Show that the series will be returning in 2007, in addition to doing his job hosting Deal or No Deal. He further mentioned that the series was returning on The Late Late Show with Craig Ferguson. While he did not mention it during his November 15, 2006 appearance on Late Night with Conan O'Brian he wore a shirt that read ""Generic Rules"", a possible reference to Bobby's last name.



History.



The character of ""Bobby"" can likely be traced back to Mandel's days as a stand up comedian in Canada and later the United States. Mandel would commonly go into character with the same voice as Bobby, often conversing with an unseen ""parent"". .



Show Format.



Episodes often consist of a short live action segment either before or after the main story (and sometimes both before and after). The segment would include Mandel describing some aspect of the story and often relating it back to his personal childhood.

Sometimes during these segments, the character of Bobby would appear in animated form and converse with Mandel. Other times, a live action child would appear and exchange words with Mandel. Endings of the show also featured a form of Mandel breaking the proverbial Fourth wall by talking to the audience about the episode



Characters.

Bobby Generic, 4-year old protagonist;

Howard Generic, Bobby's father (modeled upon and also voiced by Howie Mandel);

Martha Generic, Bobby's mother, who speaks with a heavy Minnesota accent and often punctuates her speech with odd phrases like ""Fer cryin' in the mud"" and ""don't'cha know"".

Kelly Generic, Bobby's 14-year-old sister;

Derek Generic, Bobby's 10-year-old brother;

The Generic Twins, Bobby's infant brothers;

Aunt Ruth, Bobby's aunt and Martha's sister (voice of Edie McClurg);

Uncle Ted, Bobby's uncle and Martha's brother (voice of Tino Insana);

Roger, the Generic family dog;

Jackie, Bobby's next door neighbor/classmate with the floor-length pigtails who always kisses him;



Episodes.

80 episodes were produced:



Season 1.

 The Visit to Aunt Ruth's;

 Uncle Ted's Excellent Adventure (on DVD ""Classic Scratch 'N Sniff Episodes"");

 Adventures in Bobby Sitting;

 The Best One of the Mall;

 My Dad Can Fix Anything;

 Ultimate Seduction;

 The Big Sweep;

 The Night of the Living Pumpkin;

 Beach Blanket Bobby;

 The Revenge of Dr. Noo;

 In Search of the Ring Bear;

 See America Last;

 Bobby's Big Broadcast;



Season 2.

 Three Kids and a Baby;

 Suspects, Lies & Videotape (on DVD ""The Signature Episodes"");

 Race Riot;

 Nightmare on Bobby's Street;

 Caution: Bobby at Work;

 Total Recess;

 Chariots of Bobby;

 Bobby's Birthday Bash;



Season 3.

 Bobby's Tooth or Dare (on DVD ""Classic Scratch 'N Sniff Episodes"");

 Bobby's Big Move (on DVD ""The Signature Episodes"");

 Bad News Bears (a.k.a. I Killed Mommy);

 Swim by Me (on DVD ""Classic Scratch 'N Sniff Episodes"");

 The Play's the Thing;

 Fish Tales (on DVD ""Classic Scratch 'N Sniff Episodes"");

 The Unheard Music;

 Misery Loves Company;

 Bobby Phone Home;

 Baby Brother Blues;

 Bobby's Girl;

 III Effects;

 I Want My Mommy;



Season 4.

 The Hero (on DVD ""The Signature Episodes"");

 Uncle Ted's New Friend;

 The World Accordion to Bobby;

 Bobby Takes the Knot;

 Jets, Choo-Choos, and Cars (on DVD ""Classic Scratch 'N Sniff Episodes"");

 Karate Bobby;

 A Day with Dad;

 Psycho Bobby;

 The Smell of a Tattletale;

 Blue Monday;

 One Clump or Two;

 Bobby's Big Dream;

 Bobby, the Musical (on DVD ""The Signature Episodes"");



Season 5.

 Rebel Without a Clue;

 Geriatric Park;

 Herry Takes a Powder;

 Bobby's Big Boo-Boo;

 Mom on Wheels;

 Weekend at Teddie's;

 Generics Under Construction;

 Mrs. Noogiefire (on DVD ""The Signature Episodes"");

 Bobby Sticker;

 No Sale;

 Who You Gonna Call?

 Starring Bobby (a.k.a. The Day I Became Robert);

 The Truth About Aunt Ruth;



Season 6.

 Bobby On-Line;

 Bobby the Genius;

 Bobby's World: Kakyoin's Hierophant Barrier;

 Bobby's Last Stand;

 Miracle on 34th St. & Rural Route #1;

 Just Plain Sleepless;

 Bobby, Lord of the Slopes;

 Helter-Skelter;

 Time After Time;

 Independence Bobby;

 Bobby the Candy Date;



Season 7.

 Bad Manners Bobby;

 Roger's Ransom;

 Cooties;

 Promises, Promises;

 Generics and Indians;

 It's A Generic Life;

 The Real Folk Blues;

 The Monster that Shouted I;

 The Sickness Unto Death, And...

 The End of Bobby's World;



Trivia.

 The theme song for Bobby's World was composed by John Tesh, along with Michael Hanna.

 The voice of Martha Generic (as performed by Gail Matthius) was based on the voice of Roweena, a character that Matthius performed on Saturday Night Live.

 In the US, during the show's final season on-air, the show was open-captioned for the hearing-impaired; this was done by using the show's closed-captions in a way that all viewers could see them. This is despite the fact that most network programming by this time were closed-captioned, and most televisions made after 1993 had closed-captioning capabilities.



 DVD Releases .

 Classic Scratch 'n' Sniff Episodes and The Signature Episodes are both released on DVD in North America by Anchor Bay Entertainment.



Credits.

Based on a character created by: Howie Mandel;

Executive Producers: Phil Roman, Margaret Loesch, Howie Mandel;

Producer: Gary Conrad;

Supervising Producer: Mitch Schauer;

Developers & Creative Consultants: Jim Staahl, Jim Fisher;

Story Editor: Diane Dixon;

Co Producers: Jim Staahl, Jim Fisher, Diane Dixon;

Directors: Ron Myrick, Robert Treat, Bernie Wolf, Jeff Hall, John Peters;

Supervising Directors: John Conning, Bob Curtis;

Production Supervisors: Jason Bikowski, Jeff Curtis;

Assistant Background Designer: Charles Payne;

Storyboard: Stark Howell, Adam Dykstra, Brian Hogan, Bob Boyle, Jim Schumann;

Art Director: Brad Landreth;

Lip Sync Editors: Kent Holaday, Mario Williams, Jack White, Christina ;

Additional Backgrounds: Neil Affleck, James Beihold, Fred Crippen, Michael Diederich, David McBride, Aaron Crippen;

Background Layout Checker: Lorraine Marue;

Color Key: Stephen Lee, Libby Reed;

Executives in Charge of Production: Bill Schultz, Kenneth T. Ito;

Studio Production Manager: Anne Luiting;

Executive in Charge of Post Production: Barney Gilmore;

Voice Recording: Screen Music Studios;

Voice Direction: Ginny McSwain;

Sound Editors: Charles Rychwalski, Brian F. Mars, Michael Bradley, Bill Kean;

Foley Artist: Joseph T. Sabella;

Re-Recording Mixer: Timothy Borquez;

Music Supervisor: Dean Olawski;

Music Editors: Roy Braverman, William Griggs, Alex Wilkinson;

Theme Music by: John Tesh, Michael Hanna;

Music by: John Tesh, Mark Koval;

Overseas Supervisors: Glenn Kirkpatrick, Russell Crispin;

Production Facilities: Cuckoo's Nest Studios, Wang Film Production Co. Ltd;

A Film Roman Production for Fox Kids;

Copyright:   & ©1990-1997 Fox Children's Network, Inc. Bobby's World is a registered trademark of Alevy Productions, Inc.



External links.

 Bobby's World Site at HowieMandel.com;

 ;

 Bobby's World at TV.com;

 Toon Tracker Audio File - The Bobby's World Theme;

 Bobby's World at Crown Combo;"
6083110,Steve Cooke,"Steve Cooke (born January 14, 1970 in Lihue, Hawaii), is a former professional baseball player who pitched in the Major Leagues from 1992-1994 and 1996-1998.



Teams.



 Pittsburgh Pirates 1992-1994, 1996-1997;



 Cincinnati Reds 1998;



Career Stats.



 104 Games;



 26 Wins;



 36 Losses;



 335 Strikeouts;



 4.31 ERA;



External links.



 http://www.baseball-reference.com/c/cookest01.shtml;"
3136942,Caroline Kirkland,"Caroline Kirkland (January 12, 1801   April 6, 1864) was an American writer. 



She was born into a middle class family in New York City, the oldest of eleven children. Her mother was a writer of fiction and poetry. Her father died when she was 21 and the family followed her to upstate New York where she taught and had met her future husband, William Kirkland. The death of her father had made her mainly responsible for the rest of the family. She married William in 1828 and they settled in Geneva, New York  where they founded the Domestic school. They had five children (one of whom died) before they left Geneva.



In 1835 the Kirklands moved to the then frontier town of Detroit, Michigan and in 1837 they founded the village of Pinckney on land that William had purchased. It was there that Caroline had success with her first book,  A New Home; Who'll Follow. She wrote another book about life in the settlements, Forest Life, while still in Michigan. The Kirklands left Michigan in 1843 because their venture to establish the town of Pinckney was not a financial success, and because they felt shut out by the reactions of their neighbors to Mrs. Kirkland's frank revelations of frontier life. A third book based on frontier life, Western Clearings,  came out in 1845, after she had returned with her family to New York City.



In New York William Kirkland entered the newspaper business as editor of the New York Evening Mirror, and of his own paper, the Christian Inquirer. In 1846 an unfortunate accident resulted in his death. Mrs. Kirkland continued her literary activities until her death in 1864. Their son Joseph Kirkland, who was born in Geneva, also became a recognized writer.



On returning to New York, Mrs. Kirkland opened a school for girls and from 1847 to 1849 was editor of the Union Magazine. She also entered into the literary social life of the community often entertaining writers, publishers, and other notables. Her home was the leading literary salon in the country where Edgar Allan Poe, William Cullen Bryant, Elizabeth Drew Stoddard, and others frequently assembled. Mrs. Kirkland went abroad in 1848 and again in 1850. She was received by Charles Dickens and the Brownings, Elizabeth Barrett Browning and Robert Browning.  She also became a close friend and correspondent of Harriet Martineau.



Kirkland, as attested to by the above names, had considerable fame and accolades from her writings during her lifetime. Poe in particular thought of her as a significant American writer. She was a relatively early American woman writer who appears to have written because she liked to write and only published what she considered to be well written. She wrote for men as well as women but definitely wrote from a female perspective. Her works continue to be studied in relation to style, contributions to American literature and the influence of the female perspective.



External links.

 ;

 Caroline Kirkland - bibliographical overview, links to works online;

  scribbling women;"
6903380,Taisia Chenchik,"Taisiya Filippovna Chenchik () (born 30 January, 1936 in Priluki) is a Soviet athlete who competed mainly in the High Jump. At the national level she competed for Burevestnik, training in Chelyabinsk (1956-62) and in Moscow (1963-69).



She competed for the USSR in the 1964 Summer Olympics held in Tokyo, Japan in the High Jump where she won the bronze medal. She is also the European Champion (1963) and 1963 Summer Universiade Champion. 



Chenchik was awarded the Order of the Badge of Honor.



External link.

 A short biography;"
9144037,Kenlake State Resort Park,"Kenlake State Resort Park is a park located on the western shore of Kentucky Lake near Paducah, Kentucky in Calloway County. The park encompasses 1,795 acres and features climate-controlled indoor tennis courts. 



References."
2547960,Lovek,"Lovek was a city in ancient Cambodia that became the nation's capital in the 16th century, during which Cambodia was often referred to as Lovek."
3386369,Ashfield local elections,"Ashfield Council is elected every four years.



Political control.

Labour 1973 - 2003



No overall control 2003 - 



Council elections.

Ashfield Council election 1999



Ashfield Council election 2003



By-election results.

















































































External links.

Ashfield Council;"
1292792,Rafael Godoy,"Rafael Godoy was a well-known Colombian composer born in Natagaima, Tolima, in 1907.



From a young age, he was linked to the trade-union movement in Barrancabermeja, Santander, from where he had to emigrate when his personal security was threatened. He fled to Venezuela, where he developed his musical career and composed what are often taken to be his best musical pieces.



It is possibly because of his distancing from the Colombian artistic environment of the time that Godoy's work is not so wide, and details about his personal life are not widely known.



His most widely known, and possibly best song, is the bambuco ""Soy colombiano"" (I'm Colombian); he composed many other less-known bambucos and andean music songs, such as ""Arrunchaditos"", ""Pasito"", ""Mi cafetal"", ""Canto a Colombia"", ""Tierra caliente"" and many others.



Many versions of ""Soy colombiano"" have appeared since it was composed, even a vallenato version by Lisandro Meza, although the most popular version is the one from the Tolimense folk music duet Garzón y Collazos.



Rafael Godoy died in Caracas, Venezuela, on March 14, 1973.



External link.

a brief history of Godoy's life and works (in Spanish);"
1682298,Asymptotically flat spacetime,"An asymptotically flat spacetime is a Lorentzian manifold in which, roughly speaking, the curvature vanishes at large distances from some region, so that at large distances, the geometry becomes indistinguishable from that of Minkowski spacetime.



While this notion makes sense for any Lorentzian manifold, it is most often applied to a spacetime standing as a solution to the field equations of some metric theory of gravitation, particularly general relativity.  In this case, we can say that an asymptotically flat spacetime is one in which the gravitational field, as well as any matter or other fields which may be present, become negligible in magnitude at large distances from some region.  In particular, in an asymptotically flat vacuum solution, the gravitational field (curvature) becomes negligible at large distances from the source of the field (typically some isolated massive object such as a star).



Intuitive significance.

The condition of asymptotic flatness is analogous to similar conditions in mathematics and in other physical theories.  Such conditions say that some physical field or mathematical function is asymptotically vanishing in a suitable sense.



In general relativity, an asymptotically flat vacuum solution models the exterior gravitational field of an isolated massive object.  Therefore, such a spacetime can be considered as examples of isolated systems in the sense in which this term is used in physics in general.  (Isolated systems are ones which in which exterior influences can be neglected.)  Indeed, physicists rarely imagine a universe containing a single star and nothing else when they construct an asymptotically flat model of a star; rather, they are interested in modeling the interior of the star together with an exterior region in which gravitational effects due to the presence of other objects, such as ""nearby"" stars, can be neglected.  Since typical distances between astrophysical bodies tend to be much larger than the diameter of each body, we often can get way with this idealization, which usually helps to greatly simplify the construction and analysis of solutions.



Some examples and nonexamples.

Only spacetimes which model an isolated object are asymptotically flat.  Many other familiar exact solutions, such as the FRW dust models (which are homogeneous spacetimes and therefore in a sense at the opposite end of the spectrum from asymptotically flat spacetimes), are not.



A simple example of an asymptotically flat spacetime is the Schwarzschild vacuum solution.  More generally, the Kerr vacuum is also asymptotically flat.  But another well known generalization of the Schwarzschild vacuum, the NUT vacuum, is not asymptotically flat.  An even simpler generalization, the Schwarzschild-de Sitter lambdavacuum solution (sometimes called the Köttler solution), which models a spherically symmetric massive object immersed in a de Sitter universe, is an example of an asymptotically simple spacetime which is not asymptotically flat.  



On the other hand, there are important large families of solutions which are asymptotically flat, such as the AF Weyl vacuums and their rotating generalizations, the AF Ernst vacuums (the family of all stationary axisymmetric and asymptoticallly flat vacuum solutions).  These families are given by the solution space of a much simplified family of partial differential equations, and their metric tensors can be written down (say in a prolate spheroidal chart)

in terms of an explicit multipole expansion.



A coordinate-dependent definition.

The simplest (and historically the first) way of defining an asymptotically flat spacetime assumes that we have a coordinate chart, with coordinates , which far from the origin behaves much like a Cartesian chart on Minkowski spacetime, in the following sense.  Write the metric tensor as the sum of a (physically unobservable) Minkowski background plus a perturbation tensor, , and set .  Then we require:

;

;

;

One reason why we require the partial derivatives of the perturbation to decay so quickly is that these conditions turn out to imply that the gravitational field energy density (to the extent that this somewhat nebulous notion makes sense in a metric theory of gravitation) decays like , which would be physically sensible.  (In classical electromagnetism, the energy of the electromagnetic field of a point charge decays like .)



A coordinate-free definition.

Around 1962, Hermann Bondi, Rainer Sachs, and others began to study the general phenomenon of radiation from a compact source in general relativity, which requires more flexible definitions of asymptotic flatness.  In 1963, Roger Penrose imported from algebraic geometry the essential innovation, now called conformal compactification, and in 1972, Robert Geroch used this to circumvent the tricky problem of suitably defining and evaluating suitable limits in formulating a truly coordinate-free definition of asymptotic flatness.  In the new approach, once everything is properly set up, one need only evaluate functions on a locus in order to verify asymptotic flatness.



Utility.

The notion of asymptotic flatness is extremely useful as a technical condition in the study of exact solutions in general relativity and allied theories.  There are several reasons for this:

Models of physical phenomena in general relativity (and allied physical theories) generally arise as the solution of appropriate systems of differential equations, and assuming asymptotic flatness provides boundary conditions which assist in setting up and even in solving the resulting boundary value problem.

In metric theories of gravitation such as general relativity, it is usually not possible to give general definitions of important physical concepts such as mass and angular momentum; however, assuming asympotical flatness allows one to employ convenient definitions which do make sense for asymptotically flat solutions.

While this is less obvious, it turns out that invoking asympotic flatness allows physicists to import sophisticated mathematical concepts from algebraic geometry and differential topology in order to define and study important features such as event horizons which may or may not be present.



Objections.

The notion of asympotic flatness in gravitation physics has been criticized on both theoretical and technical grounds.



There is no difficulty whatever in obtaining models of static spherically symmetric stellar models, in which a perfect fluid interior is matched across a spherical surface, the surface of the star, to a vacuum exterior which is in fact a region of the Schwarzschild vacuum.  In fact, it is possible to write down all these static stellar models in a way which makes clear that they exist in plenitude.  Given this success, it may come as a nasty shock that it seems to be very difficult, mathematically speaking, to construct rotating stellar models in which a perfect fluid interior is matched to an asymptotically flat vacuum exterior.  This observation is the basis of the most prominent technical objection to the notion of asymptotic flatness in general relativity.



Before explaining this objection in more detail, it seems appropriate to briefly discuss an often overlooked point about physical theories in general.



Asymptotic flatness is an idealization, and a very useful one, both in our current ""Gold Standard"" theory of gravitation -- General Relativity -- and in the simpler theory it ""overthrew"", Newtonian gravitation.  One might expect that as a (so far mostly hypothetical) sequence of increasingly sophisticated theories of gravitation provide more and more accurate models of fundamental physics, these theories will become monotonically more ""powerful"".  But this hope is probably naive: we should expect a monotonically increasing range of choices in making various theoretical tradeoffs, rather than monotonic ""improvement"".  In particular, as our physical theories become more and more accurate, we should expect that it will become harder and harder to employ idealizations with the same ease with which we can invoke them in more forgiving (that is, less restrictive) theories.  This is because more accurate theories necessarily demand setting up more accurate boundary conditions, which can render it difficult to see how to set up some idealization familiar in a simpler theory in a more sophisticated theory.  Indeed, we must expect that some idealizations admitted by previous theories may not be admitted at all by succeeding theories.  



This phenomenon can be both a blessing and a curse.  For example, we have just noted that some physicists hold that more sophisticated theories of gravitation will not admit any notion of an isolated point particle.   Indeed, some argue that general relativity does not do so, despite the existence of the Schwarzschild vacuum solution.  If these physicists are correct, we would gain a kind of self-abnegating intellectual honesty or realism, but we would pay a hefty price, since few idealizations have proven as fruitful in physics as the notion of a point particle (however troublesome it has been even in simpler theories).



Be this as it may, very few examples of exact solutions modeling isolated and rotating objects in general relativity are presently known.   In fact, the list of useful solutions presently consists of the Neugebauer-Meinel dust (which models a rigidly rotating thin (finite radius) disk of dust surrounded by an asymptotically flat vacuum region) and a few variants.  In particular, there is no known perfect fluid source which can be matched to a Kerr vacuum exterior, as one would expect in order to create the simplest possible model of a rotating star.  This is surprising because of the plenitude of fluid interiors which match to Schwarzschild vacuum exteriors.



Indeed, if some argue that an interior solution which matches to the Kerr vacuum, which has Petrov type D, should also be type D.  There is in fact a known perfect fluid solution, the Wahlquist fluid, which is Petrov type D and which has a definite surface across which one can attempt to match to a vacuum exterior.  However, it turns out that the Wahlquist fluid cannot be matched to any asymptotically flat vacuum region.  In particular, contrary to naive expectation, it cannot be matched to a Kerr vacuum exterior.  A tiny minority of physicists (actually, a minority of one) appear to believe that general relativity is unacceptable because it does not allow sufficiently general asymptotically flat solutions (evidently this argument implicitly assumes that we have decisively rejected at least some Machian principles!), but a sequence of increasingly sophisticated and general existence results appears to contradict this assumption.



The mainstream viewpoint among physicists about these matters can probably be summarized by saying as follows:

while many prominent researchers have tried to invoke Machian principles (including Albert Einstein and John Archibald Wheeler), the status of these principles, in contrast to widely accepted principles like the principle of conservation of momentum, is currently highly equivocal,

general relativity admits a sufficient variety of solutions to model (in principle) any realistic astrophysical situation, plus (apparently) many highly unrealistic ones.



See also.

Fluid solution, for more about perfect fluid solutions in general relativity.



References.

For more about coordinate-free definitions of asymptotic flatness, see



.  See Section 6.9 for a discussion of asymptotically simple spacetimes.

  See Chapter 11.

;



On the rotating fluid problem raised by Mark Roberts, see:



 eprint  The authors argue that boundary value problems in general relativity, such as the problem matching a given perfect fluid interior to an asymptoically flat vacuum exterior, are overdetermined.  This doesn't imply that no models of a rotating star exist, but it helps to explain why they seem to be hard to construct.

Mark D. Roberts, Spacetime Exterior to a Star: Against Asymptotic Flatness.  Version dated May 16 2002.  Roberts attempts to argue that the exterior solution in a model of a rotating star should be a perfect fluid or dust rather than a vacuum, and then argues that there exist no asymptotically flat rotating perfect fluid solutions in general relativity.  (Note: Mark Roberts is an occasional contributor to Wikipedia, including this article.

 eprint  Mars introduces a rotating spacetime of Petrov type D which includes the well-known Wahlquist fluid and Kerr-Newman electrovacuum solutions as special case.

MacCallum, M. A. H.; Mars, M.; and Vera, R. Second order perturbations of rotating bodies in equilibrium: the exterior vacuum problem This is a short review by three leading experts of the current state-of-the-art on constructing exact solutions which model isolated rotating bodies (with an asymptotically flat vacuum exterior)."
177454,Russian Airborne Troops,"The  Russian Airborne Troops or VDV ( from ""Vozdushno-Desantnye Voyska"" Russian:         -                 =    ) is an arm of service of the Armed Forces of the Russian Federation, on a par with the Strategic Rocket Forces and the Space Troops. The Airborne Troops are the most capable mobile assault forces of Russia, as they are airborne forces in the first place.



Soviet Era.

Originally formed in the Soviet Union during the mid 1930s, they were massively expanded during World War II, where they formed up to ten Airborne Corps with numerous Independent Airborne Brigades, with most or all achieving ""Guards"" status. One of the new units was the 100th Airborne Division. At the end of the war they were reconstituted as Guards Rifle Divisions. They were later rebuilt and eventually formed seven Air Assault Divisions. With an Independent Air Assault regiment and up to sixteen Air Assault Brigades. They were formed into their own VDV command to give the Soviets a Rapid Strike force to spearhead strategic military operations. 





In 1989, the Airborne Forces consisted of:

7th Airborne Division (Kaunas, Lithuanian SSR);

76th Airborne Division (Pskov, RSFSR);

98th Airborne Division (Bolgrad & Kishinev, Moldovan SSR);

103rd Airborne Division (Vitebsk);

104th Guards Airborne Division (Kirovabad, Azerbaijan SSR);

106th Guards Airborne Division (Tula, RSFSR);

242nd Training Centre of the Airborne Forces (Jonava, Lithuanian SSR);

345th Independent Guards Airborne Regiment (Gudauta, Georgian SSR);

11th Air Assault Brigade;

13th Air Assault Brigade;

14th, 21st, 23rd, 35th, 36th, 37th, 38th, 39th, 40th, 56th, 83rd, 95th, 100th Air Assault Brigades;

171st Independent Communications Brigade (Medvezhi Ozera, Moscow Military District, RSFSR);



After the Fall of the Soviet Union.



With the demise of the Soviet Union, the number of VDV divisions has shrunk from seven to four, as well as one brigade:

7th Airborne Division, Novorossiysk;

76th Air Assault Division, Pskov;

98th Airborne Division, Ivanovo;

106th Airborne Division, Tula;

31st Airborne Brigade, Ulyanovsk;



Two other Air Assault Brigades are partially infantry formations reporting directly to the military districts they are stationed in. The VDV's training institute is the Ryazan Institute for the Airborne Troops named for V. Margelov. In the early 1990s, General Pavel Grachev, first Russian Defence Minister planned for the VDV to form the core of the planned Mobile Forces. This was announced in Red Star (Krasnaya Zvezda) in July 1992. However, the Mobile Forces plan never eventuated. The number of formations available for the force was far less than anticipated, since much of the Airborne Forces had been 'nationalised' by the republics their units had been previously based in, and other arms of service, such as the GRU and Military Transport Aviation, who were to provide the airlift component, were adamantly opposed to ceding control of their forces.



Furthermore, 104th Parachute Landing Regiment of 76th Airborne Division is the only Russian land forces regiment, that is fully composed of professional soldiers (and not of ""srochniki"" - the conscripted soldiers aged eighteen). It should be noted however that an additional major contractorisation of many many units across the Russian armed forces is now under way. It was announced that the 98th Airborne Division is also earmarked for contractorisation.



Unlike western airborne units which must walk when they arrive at their destination, the VDV divisions are mechanized with over 250 armored fighting vehicles, the BMD-3 family of vehicles. VDV units have superior mobility with these vehicles and superior firepower, each division has three regiments equipped with them and their derivatives. The single independent brigade, the 31st at Ulyanovsk, however, is not equipped with its own armor or artillery and may be equivalent to western airborne, in that it functions as light infantry and must walk when reaching their destination. The 31st was the former 104th Guards Airborne Division.







VDV troops participated in the rapid deployment of Russian forces in and around Pristina airport during the Kosovo War, surprising NATO. They also were deployed in Chechnya as an active bridgehead for other forces to follow.



A VDV unit, the 45th ORPSN (Separate Reconnaissance Regiment of Special Designation), that reportedly performed brilliantly in Chechnya during the second campaign, was said to actually represent a Spetznaz GRU unit, which was later proven untrue.  



In 2004, the Russian MoD announced that the VDV will be re-equipped with new APC vehicles of the BMD-4 type (RIA Novosti, December 20th, 2004). However, it is unlikely that this reorganization will happen in the years to come due to lack of funding and resistance from within the VDV. 



Russian airborne troops had their own holiday during the Soviet era, which continues to be celebrated on the 2nd of August. 



Notable former Airborne Forces officers include Aleksandr Lebed, who was involved in responses to disorder in the Caucasus republics in the last years of the Soviet Union, and Pavel Grachev who went on to become the first Minister of Defence of the Russian Federation.



References.

Pavel Baev, The Russian Army in a Time of Troubles, International Peace Research Institute, Oslo, 1996, p.127-135;

Carey Schofield, The Russian Elite: Inside Spetsnaz and the Airborne Forces, Stackpole/Greenhill, 1993;

http://www8.brinkster.com/vad777/sssr-89-91/vdv.htm;

Airborne Assault Troops (VDV) on globalsecurity.org;



RUSSIAN VDV;



External links.

Unofficial website of VDV Russian Only;

Website of ""For VDV!"" Russian Only;

Association of VDV veterans Russian Only;

History of VDV on pobeda.ru Russian Only;

Soviet Airborne ""English site"";"
